image_link,name,price,product_link
https://i.ebayimg.com/thumbs/images/g/E1gAAOSw6nper5Ez/s-l225.jpg,"Apple MacBook Pro 13"" Laptop with Touchbar and Touch ID, 256GB","IDR8,955,223.88",https://www.ebay.com/itm/Apple-MacBook-Pro-13-Laptop-with-Touchbar-and-Touch-ID-256GB/274355676263?hash=item3fe0df6467:g:E1gAAOSw6nper5Ez
https://i.ebayimg.com/thumbs/images/g/x-0AAOSwvqdetAwi/s-l225.jpg,"New Listing SWIFT 2013 Apple MacBook Pro 13"" Retina 2.6GHz i5 8GB RAM 512GB SSD +WARRANTY","IDR8,507,313.43",https://www.ebay.com/itm/SWIFT-2013-Apple-MacBook-Pro-13-Retina-2-6GHz-i5-8GB-RAM-512GB-SSD-WARRANTY/124179203798?epid=174532080&hash=item1ce9a846d6:g:x-0AAOSwvqdetAwi
https://i.ebayimg.com/thumbs/images/g/o4wAAOSwn7ZeoyDW/s-l225.jpg,"2016 15"" Apple MacBook Pro A1707 i7-6920HQ 2.9GHz 16GB 512GB SSD C02TJ3DZGTF1","IDR14,477,611.94",https://www.ebay.com/itm/2016-15-Apple-MacBook-Pro-A1707-i7-6920HQ-2-9GHz-16GB-512GB-SSD-C02TJ3DZGTF1/383529681349?epid=17034509196&hash=item594c2681c5:g:o4wAAOSwn7ZeoyDW
https://i.ebayimg.com/thumbs/images/g/jRIAAOSw4kNepEH1/s-l225.jpg,"Apple MacBook Pro A1286 EMC2563 Intel Core i7 2.4GHz 15.4"" 8GB 750GB DVD Charger","IDR2,068,317.54",https://www.ebay.com/itm/Apple-MacBook-Pro-A1286-EMC2563-Intel-Core-i7-2-4GHz-15-4-8GB-750GB-DVD-Charger/333592308609?hash=item4daba6ab81:g:jRIAAOSw4kNepEH1
https://i.ebayimg.com/thumbs/images/g/g9cAAOSwEPRefNEe/s-l225.jpg,"New Listing Perfect Condition 2018 Macbook Pro 15"" 16GB/512GB  Apple Care Plus 2021 MR972 !!","IDR7,014,925.37",https://www.ebay.com/itm/Perfect-Condition-2018-Macbook-Pro-15-16GB-512GB-Apple-Care-Plus-2021-MR972/264722900477?hash=item3da2b6e5fd:g:g9cAAOSwEPRefNEe
https://i.ebayimg.com/thumbs/images/g/P-gAAOSwlcxejF95/s-l225.jpg,"New Listing Apple MacBook Pro 16"" (1TB SSD, Intel Core i9 9th Gen., 2.30 GHz, 16GB)...","IDR6,492,537.31",https://www.ebay.com/itm/Apple-MacBook-Pro-16-1TB-SSD-Intel-Core-i9-9th-Gen-2-30-GHz-16GB/402255124103?epid=6035192020&hash=item5da8461687:g:P-gAAOSwlcxejF95
https://i.ebayimg.com/thumbs/images/g/6bgAAOSw1~JZN4hD/s-l225.jpg,EMD PRO Custom Design Luxury Python Leather MacBook Pro 13 2.5GHz i5 1TB HDD 8GB,"IDR14,925,223.88",https://www.ebay.com/itm/EMD-PRO-Custom-Design-Luxury-Python-Leather-MacBook-Pro-13-2-5GHz-i5-1TB-HDD-8GB/252978407021?_trkparms=ispr%3D1&hash=item3ae6b0266d:g:6bgAAOSw1~JZN4hD&enc=AQAEAAACcIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKBMsgxzC%2B4AcufPIrJqKaAGV024hmzPJCYDyHGZNwXzw5Zl2jYDLks5ZUhJy95cyxOYTtrUwNdJ1%2FT%2Fy%2B9dDMDagK5Bu44VLk2VGlCqumwbeMhcXyLLTWsRhXJS658bdwLKb9wjt%2F8cayuK7rUaMvqWUIjvGR1T%2B9SuDNWb78EAwV5j3hI0wl7tJvd33KEpcAcjlynnRh981llR%2FBCGms4J%2BnN8DRrTLjvqWHTvrR5RNZELYMm83ZQyFIRjDeasDT57j2Cz%2BrT3b7VmoM60eQbjxLbLKErC7BGdod1uU7bfUhsnx967Rl0lHvZrAGHcMhmw6VuaqiUkTmSmy3NTMkdkGdO3wdOpPUrj0sVm1sMNnPW9pC6vDpn%2FRsPGqoWyfRf%2B%2FT%2B6HFqkl1m2p3J6e7AFQEhnlgNU2ZIqQdna9vJ4TP4BIxap9zwrjnWxEa%2Bxrs49msmgo3hjuBmOYFq9JkMe%2BOpLccC1ctAm4EOwlC8Mx%2BQBKeS7uonRe1guYBPw4XvLA4hVT3Y7qM8n7C7WdOjZ8phzi77MCUs6%2BU49Eb%2FNl2kg7TYzrfBijUrDy1PlOS9PzjZKGWt0YUIB8047XTrzX%2BO9QZopBh%2FgzvVJgQCB3fp9qpMQF1o3W3NBMd5VczY5gxKbSbsIcL%2Fu0v7pefzfhOCcE2lp9owj0BXJ7ekrJxJVnPzXriQaQW%2FVlB8YAi1VQTJtydSeA2zx7EKznitTVwmsiwXrZhoTZIMzdhBsh6GzvpcJZ77eoRaZsqCby5RApNUVqBDs%2FpQp2mskZeGg%3D%3D&checksum=2529784070218a7b58b61cdd4a2d86e50784724c7bfd
https://i.ebayimg.com/thumbs/images/g/InQAAOSw0K5eTF~S/s-l225.jpg,❆ Apple MacBook Pro 13 / 2.4GHz INTEL / 8GB RAM / 1TB / 3 YR WARRANTY OS-2017,"IDR8,910,447.76",https://www.ebay.com/itm/Apple-MacBook-Pro-13-2-4GHz-INTEL-8GB-RAM-1TB-3-YR-WARRANTY-OS-2017/202661215955?_trkparms=ispr%3D1&hash=item2f2f8cbed3:g:InQAAOSw0K5eTF~S&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKxIntehGqQQl8nLx%2FEZs3Rke7g4vHRfGOStSpMcpzLAVehFPk%2B%2Fgybtd3AfwaDtrJKupNih7yGtEQTWlJiHFCyVpCeimZTO5s63W8tfssNfuBJDuHD2rTrixeDpHX5%2F38jovA42Yr%2FpuUEt0pLVH%2BbYEVacsFel4wIGeTnwjrNIpiKWRQumYPzD5egI4HqweyTxVFWrSDMBUDahvaiKDRlXJQkmwppcjdIBwKB7F67hjx74CCojb0zQPyzQU5mymJ39W%2FxdexkaBAH1XtrVGpUQom0aGciTut19QFZcu74Uw3tePQJDZhYlZHa3nDkeJa2JvE05JtZAr2xPgu%2BqE7RcbuXtphKO2gzW3FkxHYm5wpsMQRqvOtf387KjKRHjJxKMXv5diS%2FslX6y2NULuC5Ox0%2FwFra7wF1kc%2FWh0GPQnSSomN7mttDMBiq9qf7yRZxzDiz1Fk1FU7Z3U8qOk2uEiWwHLg3YUiJkmxm42GZygCWgDuX%2FSDEvYOWPnrym3x%2BXZBKoDBQK%2B5P9VtVffFXw6Jwwjy40XbidGZyykZV%2FK3yrYHea%2BEg9%2BSmRx0AQsTKrvoCw%2Bn0TWPlv5AUIOYbMFetKZchI1r7KvXO5fbhn12lCQYDp6c%2BscAp0ilrbxGWMerGgcMNuU5KpTAHZmElgwQcqy711I%2Fz1e88UbIdKAY%2B%2By1R0YWI9E4c5CmFdnOgurPNj42BjFWYIV58KHSwb0FMDTVyhtdlsEdWj2x7rppXK2qOofLciGM4BwR5i9v&checksum=2026612159558a7b58b61cdd4a2d86e50784724c7bfd
https://i.ebayimg.com/thumbs/images/g/zjUAAOSwrXhcTRDL/s-l225.jpg,"Apple 2015 MacBook Pro 15"" Retina / 2.50Ghz i7 / 16GB / 500GB / AMD MJLT2LL/A B","IDR12,656,716.42",https://www.ebay.com/itm/Apple-2015-MacBook-Pro-15-Retina-2-50Ghz-i7-16GB-500GB-AMD-MJLT2LL-A-B/333590314106?epid=219424021&_trkparms=ispr%3D1&hash=item4dab883c7a:g:zjUAAOSwrXhcTRDL&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKjzb4uel3XQiGEzY4CITgmsMc4QdllP9QC7obYPCQMueQYBMbbVa%2FVY7aYfstgoctFdg3dY%2FZR%2Bl37I%2B1xfe67RgrPpQL%2BKVFKcjg5XBGzHklVtWIK7mte8R6W9gMRz6xHmfS1OHbbtmghG6L%2F16xFsIUKOxtVZ0aGHzVzeXVX2qzfyWK%2FcnvVUj1NceGzvJ545HixNz9TllbcdPlI95y%2FMvzQt5qpgdNozrStiONoHcYnhwbHNubQTeTyNffqtyrq6JZ1ZP5ln6zo14yFAiCeP4cZd%2F1srxi2yUFzAGqrOJYdRiJzixoCAEw%2FontlkCZBZ7zI%2Fp4rNzMDTJeu4iZMGdG8AnrEOvexHEFCV88j9FEPmkQNfiRZmh3wiLLQqtcRn%2FHrXAOp4Yv9pQcjXqnmYXlxkTBy5ShRI2OrNIYA%2Fxowfc7XbVCl%2B7niR17v1Nawd79lsf%2BdX7oyqrYo7JVoSR1MQRCI7oM6B41Q8uj2NDxvNLHwZTDAI0UztjX1v4Wj7dOO%2FVhDC3FJZZ4wIafWPSM7y6HUWih4EIi6%2B%2FAgTpnTePCUuB0jaVOsJiQVqU3awKVqk6R63SPcmMBZfgCUhdEZ%2FUCYhMoTsu2AFxM9T%2Bjx6vdebSUdUQddlkQgWk6%2BtMc%2B2P2FMiaHME651Kpt1sHb3eKV70c%2B2bTqo0oz1o1nL2%2FpHLzfDEWFilEgaPOkL6bK2B7%2B6h2FoEEMFqh6fFWZeqLivlZE10XtTRDhDqKDscEAeAHYFOOSdHZWJFF&checksum=3335903141068a7b58b61cdd4a2d86e50784724c7bfd
https://i.ebayimg.com/thumbs/images/g/JFsAAOSwPA1epMw8/s-l225.jpg,MACBOOK PRO 13'' RETINA CORE i5 128gb SSD 16GB RAM,"IDR10,447,014.93",https://www.ebay.com/itm/MACBOOK-PRO-13-RETINA-CORE-i5-128gb-SSD-16GB-RAM/254579855099?_trkparms=ispr%3D1&hash=item3b46244efb:g:JFsAAOSwPA1epMw8&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKBMsgxzC%2B4AcufPIrJqKaAAsPLZAr5elbyGmEH8sPeQRcGx1lF1gtad%2FEd8puASyoo6PsJ3o5w2t4BWcjmYavOoM%2F85b89mbdcuYwDe%2BzYIxUZvFa5Pr2czTu%2Be6o8x54O7BvQxxnavQ%2Bjgef5A9KcWP4DZD4qbBFwhqS59n7tYdn%2B8C6f%2FSn8Zv5RjEyrjuHM8I5QAekAB83NiYF%2FMmCPzXNn7B8aCZAGppBJ7Rnb2%2BKozLkBf4yelK0ltAxY8LSD5F8xX9eM45H83mtdmDaJBTt8sEfqNrX%2BvOyCmoAEbBYVT8lI1u8CIflWb9xezIdcUjK5E%2Be2m%2BkutTSKwVfARMnwYreh%2F8CoQV4JMKdNorr3KjHvL39xF7H9BzIKKhd9Dd7xRdHaceR36VGrwCkhi%2FU1ukrY3mKRzXIVCnF4lCPnuqbQGC0FtaQu5XlKpo%2BBIAFanqB5mjZmM21jx9fQf8cDjta2E1uqB64wXlr2h3WULzTzIMm758wGcvTkA%2BjdqlbfTIfAmAfvkrEA4I6vtausTnPDhZ7m5hx3e535fPRJhOKNkPwaYS5P7rcr4E5CmvogvPZLw%2FjWE6UoV9vlCS5UBQEDuW%2BXkzAC9BD2JjfTZcpTojU34w3K3yvu4HdYChfJ7AJi4B9ZegzSyF3I3nWv%2BMO96EbYCQv5aIj2xKxXJNXm%2FA94tBD5e3AGi8vVSEOT%2BuhXwouLD9%2FmN7RmiTKiRa%2FsTeq7Mope%2BLMUDjA3im9Ak7LjiIKKzYHwOov&checksum=2545798550998a7b58b61cdd4a2d86e50784724c7bfd
https://i.ebayimg.com/thumbs/images/g/l04AAOSwO6xerW8f/s-l225.jpg,"MacBook Pro Mid 2015 15.4"" Laptop - MJLT2LL/A superb battery Soft skin applied","IDR9,134,328.36",https://www.ebay.com/itm/MacBook-Pro-Mid-2015-15-4-Laptop-MJLT2LL-A-superb-battery-Soft-skin-applied/303557230400?hash=item46ad6bbf40:g:l04AAOSwO6xerW8f
https://i.ebayimg.com/thumbs/images/g/sdQAAOSwWoRer9X1/s-l225.jpg,"Apple MacBook Pro 39,1 cm (15,4 inch) Laptop-October 2008","IDR2,256,194.03",https://www.ebay.com/itm/Apple-MacBook-Pro-39-1-cm-15-4-Zoll-Laptop-Oktober-2008/264720413914?hash=item3da290f4da:g:sdQAAOSwWoRer9X1
https://i.ebayimg.com/thumbs/images/g/Dq4AAOSwG8Neqe07/s-l225.jpg,"Apple MacBook Pro A1502 13.3"" Retina i5 2.7GHz 8GBRAM 256GB early 2015","IDR9,225,373.13",https://www.ebay.com/itm/Apple-MacBook-Pro-A1502-13-3-Retina-i5-2-7GHz-8GBRAM-256GB-early-2015/174266224521?epid=219559357&hash=item2893138f89:g:Dq4AAOSwG8Neqe07
https://i.ebayimg.com/thumbs/images/g/RywAAOSwHjxc~noq/s-l225.jpg,LOADED!! Apple Macbook Pro 15 i7 Quad Core + 16 GB RAM + 2 TB Solid State Hybrid,"IDR11,272,388.06",https://www.ebay.com/itm/LOADED-Apple-Macbook-Pro-15-i7-Quad-Core-16-GB-RAM-2-TB-Solid-State-Hybrid/362673921553?hash=item54710cde11:g:RywAAOSwHjxc~noq
https://i.ebayimg.com/thumbs/images/g/4HEAAOSwtANejWFu/s-l225.jpg,"New Listing MacBook Pro 15,Touch Bar, i7,512GB, Radeon Pro 560X s 4GB NEW","IDR14,925.37",https://www.ebay.com/itm/MacBook-Pro-15-Touch-Bar-i7-512GB-Radeon-Pro-560X-s-4GB-NEW/383536060674?hash=item594c87d902:g:4HEAAOSwtANejWFu
https://i.ebayimg.com/thumbs/images/g/KWUAAOSwm-denyb9/s-l225.jpg,Apple MacBook Pro Touch Bar 2017 15” Laptop 512GB 16GB RAM Silver AppleCare+,"IDR22,671,641.79",https://www.ebay.com/itm/Apple-MacBook-Pro-Touch-Bar-2017-15-Laptop-512GB-16GB-RAM-Silver-AppleCare/114194700564?epid=238216755&hash=item1a9688d914:g:KWUAAOSwm-denyb9
https://i.ebayimg.com/thumbs/images/g/saUAAOSwOmterDrz/s-l225.jpg,"Apple MacBook Pro Core I5 2.4ghz 13"" 4gb RAM A1278 500GB HDD Mid 2012","IDR2,932,835.82",https://www.ebay.com/itm/Apple-MacBook-Pro-Core-I5-2-4ghz-13-4gb-RAM-A1278-500GB-HDD-Mid-2012/143593970710?hash=item216ede1c16:g:saUAAOSwOmterDrz
